sample_id,state_id,verdict,state_quality,state_noise,state_cercis,question_id,majority_correct,is_correct,model_agreement_count,full_consensus,topic_id,consensus_score
61,7,ambiguous,0.4011504563760512,1.3281943260590157,0.5339698889819527,61,1,0.6666666666666666,2,0,5,0.5339085615213589
62,3,ambiguous,0.0,0.0,0.0,62,1,1.0,3,1,6,0.5
63,5,ambiguous,0.42121940669699276,1.106885050698281,0.5319079117668208,63,1,0.6666666666666666,2,0,7,0.5439430366818296
64,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,64,1,0.6666666666666666,2,0,0,0.4572852444991223
65,7,ambiguous,0.4011504563760512,1.3281943260590157,0.5339698889819527,65,0,0.3333333333333333,2,0,1,0.5339085615213589
66,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,66,0,0.3333333333333333,2,0,2,0.4572852444991223
67,1,ambiguous,0.0,0.0,0.0,67,1,1.0,3,1,3,0.5
68,3,ambiguous,0.0,0.0,0.0,68,1,1.0,3,1,4,0.5
69,4,noisy,0.15128837183499189,1.0097791170136532,0.2522662835363572,69,1,0.3333333333333333,1,0,5,0.2423108525841626
70,4,noisy,0.15128837183499189,1.0097791170136532,0.2522662835363572,70,1,0.3333333333333333,1,0,6,0.2423108525841626
71,3,ambiguous,0.0,0.0,0.0,71,1,1.0,3,1,7,0.5
72,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,72,1,0.6666666666666666,2,0,0,0.4369104381148986
73,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,73,1,0.6666666666666666,2,0,1,0.4572852444991223
74,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,74,0,0.3333333333333333,2,0,2,0.4369104381148986
75,6,ambiguous,0.21508368601326777,1.2330391015772983,0.3383875961709976,75,1,0.3333333333333333,1,0,3,0.27420850967330057
76,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,76,1,0.6666666666666666,2,0,4,0.4369104381148986
77,1,ambiguous,0.0,0.0,0.0,77,1,1.0,3,1,5,0.5
78,3,ambiguous,0.0,0.0,0.0,78,1,1.0,3,1,6,0.5
79,3,ambiguous,0.0,0.0,0.0,79,1,1.0,3,1,7,0.5
80,3,ambiguous,0.0,0.0,0.0,80,1,1.0,3,1,0,0.5
81,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,81,1,0.6666666666666666,2,0,1,0.4369104381148986
82,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,82,1,0.6666666666666666,2,0,2,0.4572852444991223
83,6,ambiguous,0.21508368601326777,1.2330391015772983,0.3383875961709976,83,1,0.3333333333333333,1,0,3,0.27420850967330057
84,6,ambiguous,0.21508368601326777,1.2330391015772983,0.3383875961709976,84,1,0.3333333333333333,1,0,4,0.27420850967330057
85,1,ambiguous,0.0,0.0,0.0,85,1,1.0,3,1,5,0.5
86,4,noisy,0.15128837183499189,1.0097791170136532,0.2522662835363572,86,1,0.3333333333333333,1,0,6,0.2423108525841626
87,5,ambiguous,0.42121940669699276,1.106885050698281,0.5319079117668208,87,1,0.6666666666666666,2,0,7,0.5439430366818296
88,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,88,0,0.3333333333333333,2,0,0,0.4572852444991223
89,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,89,1,0.3333333333333333,1,0,1,0.270243771448232
90,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,90,0,0.3333333333333333,2,0,2,0.4369104381148986
91,1,ambiguous,0.0,0.0,0.0,91,1,1.0,3,1,3,0.5
92,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,92,1,0.6666666666666666,2,0,4,0.4369104381148986
93,6,ambiguous,0.21508368601326777,1.2330391015772983,0.3383875961709976,93,1,0.3333333333333333,1,0,5,0.27420850967330057
94,2,ambiguous,0.20715420956313058,0.5636173220145477,0.26351594176458537,94,1,0.6666666666666666,2,0,6,0.4369104381148986
95,3,ambiguous,0.0,0.0,0.0,95,1,1.0,3,1,7,0.5
96,3,ambiguous,0.0,0.0,0.0,96,1,1.0,3,1,0,0.5
97,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,97,1,0.6666666666666666,2,0,1,0.4572852444991223
98,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,98,1,0.6666666666666666,2,0,2,0.4572852444991223
99,0,clean,0.24790382233157793,0.7737240204225955,0.32527622437383746,99,0,0.3333333333333333,2,0,3,0.4572852444991223
